id|title|product|daysActive|hasTour|pdpUrl|tenureType|highlights|agencies|area|propertyTypes|carSpaces|state|streetAddress|postcode|suburb|suburbAddress|price|searchCategory
504165687|Brand New Large Scale Warehousing Opportunity|eliteplus|129|False|/for-lease/property-38-56-peterkin-street-acacia-ridge-qld-4110-504165687|vacant||JLL - Brisbane|6313 - 15081 m²|Industrial/Warehouse@@@Offices@@@Showrooms/Bulky Goods||QLD|38 - 56 Peterkin Street|4110|Acacia Ridge|Acacia Ridge, QLD 4110|Please Contact JLL|for-lease
504165643|Brand New First Class Industrial Estate with Progress Road Exposure|eliteplus|129|False|/for-lease/property-pinnacle-east-372-402-progress-road-wacol-qld-4076-504165643|vacant||JLL - Brisbane|2811 - 13797 m²|Industrial/Warehouse@@@Offices@@@Showrooms/Bulky Goods||QLD|Pinnacle East, 372 - 402 Progress Road|4076|Wacol|Wacol, QLD 4076|Please Contact JLL|for-lease
503994343|Premium Office - Truly One of a Kind|eliteplus|363|False|/for-lease/property-studio-1-level-4-103-105-lonsdale-street-melbourne-vic-3000-503994343|any|Outstanding east end location@@@Fantastic views and natural light@@@Quality building with loads of character|Alexander Robertson - Melbourne|44 m²|Offices||VIC|Studio 1, level 4, 103-105 Lonsdale Street|3000|Melbourne|Melbourne, VIC 3000|Contact Agent|for-lease
501592873|LARGE FLOOR PLATE IN THE WEST END|eliteplus|437|False|/for-lease/property-cloisters-863-hay-street-perth-wa-6000-501592873|vacant|110 staff on one floor@@@Excellent natural light and outlooks@@@Outstanding onsite tenant amenity|CBRE - Perth  @@@JLL - Perth|900 - 1200 m²|Offices||WA|Cloisters, 863 Hay Street|6000|Perth|Perth, WA 6000|Asking $575/sqm plus generous incentives|for-lease
503073846|Modern Fitted & Furnished Tenancies – Various Sizes|eliteplus|1470|False|/for-lease/property-5-mill-street-perth-wa-6000-503073846|any|High Quality Fitted & Furnished Suites@@@Flexible Lease Terms Available@@@End of Trip Facilities|CBRE - Perth  @@@GDI@@@Cygnet West|112 - 737 m²|Offices||WA|5 Mill Street|6000|Perth|Perth, WA 6000|Contact Agent|for-lease
501792658|Fitted Out Office |eliteplus|1566|False|/for-lease/property-1-adelaide-terrace-east-perth-wa-6004-501792658|any|Uninterrupted views of the Swan River@@@Newly refurbished@@@End of trip facilities|Knight Frank - Perth@@@GDI@@@Cygnet West|695 - 7453 m²|Offices||WA|1 Adelaide Terrace|6004|East Perth|East Perth, WA 6004|From $375/sqm|for-lease
504026487|METICULOUSLY RENOVATED 2,150M² FREEHOLD WAREHOUSE, SHOWROOM AND OFFICE|eliteplus|326|False|/for-lease/property-211-john-street-lidcombe-lidcombe-nsw-2141-504026487|vacant|Suitable for automotive/retail/trade@@@Meticulously renovated 2,677m² of space@@@Corner location with dual street access|CBRE - South Sydney|2150 m²|Industrial/Warehouse@@@Offices@@@Showrooms/Bulky Goods||NSW|211 John Street Lidcombe|2141|Lidcombe|Lidcombe, NSW 2141|Contact Agent|for-lease
504225548|Nestled down into the best spot in Montville!|eliteplus|45|False|/for-lease/property-9-130-main-street-montville-qld-4560-504225548|any||Ray White - Maleny|43 m²|Offices@@@Medical/Consulting@@@Retail|1|QLD|9/130 Main Street|4560|Montville|Montville, QLD 4560|Contact Agent|for-lease
504196859|INCREDIBLE FOOD & BEVERAGE OPPORTUNITY - IN THE HEART OF NORTH ADELAIDE'S PREMIER FOOD PRECINCT!|eliteplus|87|False|/for-lease/property-shop-7-141-o-connell-street-north-adelaide-sa-5006-504196859|any||THE Commercial Agency - ADELAIDE|79 - 125 m²|Retail@@@Offices@@@Hotel/Leisure||SA|Shop 7, 141 O'Connell Street|5006|North Adelaide|North Adelaide, SA 5006|OFFERS WELCOME|for-lease
503077014|Cost Effective Office Space|eliteplus|1467|False|/for-lease/property-53-walker-street-north-sydney-nsw-2060-503077014|any|Newly refurbished space coming soon@@@Blend of fit-outs and open plan@@@Compelling opportunity, flexible terms|Colliers - Sydney North|122 - 275 m²|Offices||NSW|53 Walker Street|2060|North Sydney|North Sydney, NSW 2060|From $500 gross psqm p.a.|for-lease
504196835|TROPHY CORNER RETAIL INVESTMENT IN MELBOURNE’S PARIS END|eliteplus|87|False|/for-sale/property-136-little-collins-street-melbourne-vic-3000-504196835|any|4 + 4 + 4 + 4 YEAR NET LEASE@@@NET INCOME: $186,994.71 PA (AT 14.02.23)@@@EXCELLENT FRONTAGE & NATURAL LIGHT|Colliers - Melbourne@@@Gross Waddell ICR Pty Ltd - Melbourne|185 m²|Retail||VIC|136 Little Collins Street|3000|Melbourne|Melbourne, VIC 3000|Please contact agent|for-sale
504212576|Rare CBD Development Site|eliteplus|66|False|/for-sale/property-184-byng-street-orange-nsw-2800-504212576|any|Rare Triple Fronted Development Site@@@Enormous Scope / Flexible B6 Zoning@@@6,095 sqm* Site Area|Blowes Real Estate - Orange@@@Next Commercial - Sydney|0.61 ha (1.51 acres)|Land/Development@@@Retail@@@Showrooms/Bulky Goods||NSW|184 Byng Street|2800|Orange|Orange, NSW 2800|Contact Agent|for-sale
504237752|Heavy Duty Compact Factory Unit|eliteplus|10|False|/for-sale/property-1-14-zeta-crescent-o-connor-wa-6163-504237752|vacant||Ray White Commercial WA - PERTH|261 m²|Industrial/Warehouse||WA|1/14 Zeta Crescent|6163|O'Connor|O'Connor, WA 6163|Offers from $500,000|for-sale
504196819|MORTGAGEE SALE|eliteplus|87|False|/for-sale/property-273-275-para-road-greensborough-vic-3088-504196819|vacant|1,618SQM* Activity Centre Zone Land@@@EXISTING PLANNING PERMIT@@@TRAIN STATION & AMENITY|CBRE - Melbourne|1618 m²|Land/Development@@@Other||VIC|273-275 Para Road|3088|Greensborough|Greensborough, VIC 3088|Contact Agent|for-sale
504202700|An Opportunity for a Lifestyle Change|eliteplus|80|False|/for-sale/property-3175-nerang-murwillumbah-road-natural-bridge-qld-4211-504202700|vacant||Kollosche - Broadbeach |15200 m²|Hotel/Leisure||QLD|3175 Nerang Murwillumbah Road|4211|Natural Bridge|Natural Bridge, QLD 4211|Contact Agent|for-sale
504202692|7,831SQM* RESIDENTIAL INFILL LANDHOLDING WITH PLANNING PERMIT|eliteplus|80|False|/for-sale/property-173-191-clarke-road-springvale-south-vic-3172-504202692|vacant|Sweeping 110m* Frontage@@@Permit For Multi-Level Development@@@Townhouse, Child Care or Aged Care Site|CBRE - Melbourne|0.78 ha (1.94 acres)|Land/Development@@@Other||VIC|173-191 Clarke Road|3172|Springvale South|Springvale South, VIC 3172|Contact Agent|for-sale
504202688|4,434SQM* COMMERCIAL 1 ZONE LAND NEXT TO MAJOR SHOPPING CENTRE|eliteplus|80|False|/for-sale/property-800-plenty-road-reservoir-vic-3073-504202688|vacant|Permit For Multi-Level Development@@@160m* Frontage & Direct Public Transport@@@Major BTR / BTS Development Site|CBRE - Melbourne|0.44 ha (1.1 acres)|Land/Development@@@Industrial/Warehouse||VIC|800 Plenty Road|3073|Reservoir|Reservoir, VIC 3073|Contact Agent|for-sale
504202684|6,024SQM* RESIDENTIAL INFILL LANDHOLDING WITH PLANNING PERMIT|eliteplus|80|False|/for-sale/property-34-wellington-road-lysterfield-vic-3156-504202684|vacant|Sweeping 100m* Frontage@@@Planning Permit For Aged Care Facility@@@Townhouse, Child Care or Aged Care Site|CBRE - Melbourne|0.6 ha (1.49 acres)|Land/Development@@@Other||VIC|34 Wellington Road|3156|Lysterfield|Lysterfield, VIC 3156|Contact Agent|for-sale
504196803|Highly Desirable Leased Apartment Hotel Investment Opportunity|eliteplus|87|False|/for-sale/property-quest-north-sydney-223-miller-street-north-sydney-nsw-2060-504196803|tenanted|100 Keys in Prime CBD Market@@@Remaining: 13 years + 4 x 5 year options@@@Base Rent: $2,673,592|Savills - Sydney CBD@@@Savills - Brisbane|4511 m²|Hotel/Leisure@@@Retail@@@Offices||NSW|Quest North Sydney, 223 Miller Street|2060|North Sydney|North Sydney, NSW 2060|Contact Agent|for-sale
504196791|MODERN RICHMOND OFFICE WAREHOUSE/RETAIL SHOWROOM|eliteplus|87|False|/for-sale/property-32-bendigo-street-richmond-vic-3121-504196791|vacant|First time offered for public sale@@@Suited to office/retail owner occupiers@@@Option to purchase two (2) car parks|CBRE - Melbourne|238 m²|Offices@@@Retail@@@Medical/Consulting||VIC|32 Bendigo Street|3121|Richmond|Richmond, VIC 3121|Contact Agent|for-sale
504170867|GROUND FLOOR OFFICE CLOSE TO MORLEY GALLERIA|eliteplus|122|False|/for-lease/property-unit-2-11-collier-road-morley-wa-6062-504170867|vacant||Knight Frank - Perth|138 m²|Offices@@@Retail||WA|Unit 2, 11 Collier Road|6062|Morley|Morley, WA 6062|contact agent|for-lease
503135406|Relax by the Park at 50 Margaret Street |eliteplus|1414|False|/for-lease/property-50-margaret-street-sydney-nsw-2000-503135406|any|Choice of brand new fitted suites@@@Refurbished bathrooms & lift lobbies@@@End of trip facilities and parking|Ray White Commercial (Office Leasing) - SYDNEY|120 - 750 m²|Offices||NSW|50 Margaret Street|2000|Sydney|Sydney, NSW 2000|Please call for pricing|for-lease
5850861|MODERN, ENERGY EFFICIENT BUILDING|eliteplus|4162|False|/for-lease/property-999-hay-street-perth-wa-6000-5850861|vacant|New spec fitout of 470sqm* available@@@Outgoings just $105/sqm@@@Last remaining floor|CBRE - Perth  @@@Knight Frank - Perth|400 - 1459 m²|Offices||WA|999 Hay Street|6000|Perth|Perth, WA 6000|$495/sqm per annum|for-lease
504042303|BELROSE BUSINESS CENTRE|eliteplus|304|False|/for-lease/property-belrose-nsw-2085-504042303|any|Flexible leases with a range of sizes@@@Warm timbers and neutral colours@@@Indoor/Outdoor breakout space|Balmoral Partners - North Sydney|63 m²|Offices||NSW|Address available on request|2085|Belrose|Belrose, NSW 2085|Contact Agent|for-lease
503810426|Professional Suite Available in The Block Arcade|eliteplus|243|False|/for-lease/property-the-block-arcade-professional-suite-282-284-collins-street-melbourne-vic-3000-503810426|any|PRIVATE & PROFESSIONAL SUITES@@@ELEGANT PERIOD STYLE ACCOMMODATION@@@ABOVE MELBOURNES STUNNING BLOCK ARCADE|The Block Arcade - MELBOURNE@@@Gorman Allard Shelton|20 m²|Offices||VIC|The Block Arcade, Professional Suite, 282-284 Collins Street|3000|Melbourne|Melbourne, VIC 3000|Contact Agent|for-lease
502807362|Perth Airport Park - Flexible Office & Warehouse Configurations|eliteplus|1727|False|/for-lease/property-perth-airport-park-20-tarlton-crescent-perth-airport-wa-6105-502807362|any|Flexible Stand Alone Office Solutions@@@Office/High Truss Warehouse@@@Ample Car Parking|Lever Property - SUBIACO|50 - 2000 m²|Industrial/Warehouse@@@Offices@@@Medical/Consulting|225|WA|Perth Airport Park, 20 Tarlton Crescent|6105|Perth Airport|Perth Airport, WA 6105|Contact Agent|for-lease
502358606|MODERN, FULLY FITTED SPACE|eliteplus|2125|False|/for-lease/property-equus-building-lot-166-580-hay-street-perth-wa-6000-502358606|any|Fully Fitted and Furnished@@@Gym, pool/spa for tenant use@@@Close to Amenities|Cygnet West|224 m²|Offices||WA|Equus Building Lot 166, 580 Hay Street|6000|Perth|Perth, WA 6000|$275 p/sqm|for-lease
504157795|Kings Row Office Park - Brand New Fitted Suites In The Heart of Milton|eliteplus|140|False|/for-lease/property-kings-row-office-park-40-52-mcdougall-street-milton-qld-4064-504157795|vacant|Affordable Rents and Fitted Suites@@@Onsite carparking and Visitors bays@@@Contemporary EOT facilities|Colliers - Brisbane@@@JLL - Brisbane|120 - 3000 m²|Offices||QLD|Kings Row Office Park, 40 - 52 McDougall Street|4064|Milton|Milton, QLD 4064|Contact Agent|for-lease
501683841|Level 1, Refurbished, Partitioned Options|eliteplus|2710|False|/for-lease/property-canning-bridge-commercial-centre-890-canning-highway-applecross-wa-6153-501683841|any|Partitioned, Furnished, Turn Key Options@@@Close to Public Transport@@@Excellent Commercial Terms Available|Norfolk Commercial - SUBIACO@@@Colliers International - Perth|49 - 154 m²|Offices||WA|Canning Bridge Commercial Centre, 890 Canning Highway|6153|Applecross|Applecross, WA 6153|From $295 psqmpa plus GST|for-lease
503858022|Quality First Floor Office.|eliteplus|584|False|/for-lease/property-level-1-131-135-johnston-street-fitzroy-vic-3065-503858022|any|Outstanding Fitzroy location.@@@Fully fitted first floor office.@@@Onsite parking and bike racks.|Alexander Robertson - Melbourne|300 m²|Offices|5|VIC|Level 1, 131-135 Johnston Street|3065|Fitzroy|Fitzroy, VIC 3065|Contact Agent|for-lease
504080903|Commercial & industrial units available from $195,000 plus GST|eliteplus|248|False|/for-sale/property-belmont-business-park-24-bluebell-street-belmont-nsw-2280-504080903|vacant|Building areas from 35 sqm* to 104 sqm*@@@Zoned B7 Business Park@@@Internal height up to 6 m*|Commercial Collective - NEWCASTLE@@@Knight Frank - Newcastle|35 - 104 m²|Retail@@@Industrial/Warehouse@@@Showrooms/Bulky Goods||NSW|Belmont Business Park, 24 Bluebell Street|2280|Belmont|Belmont, NSW 2280|Contact Agent|for-sale
504196739|RETAIL / SHOWROOM|eliteplus|87|False|/for-sale/property-456-goodwood-road-cumberland-park-sa-5041-504196739|vacant||Commercial S.A Property Group - ADELAIDE (RLA 165131)|290 m²|Retail@@@Showrooms/Bulky Goods@@@Offices||SA|456 Goodwood Road|5041|Cumberland Park|Cumberland Park, SA 5041|In excess of $1.15 million + GST|for-sale
504196735|HIGH EXPOSURE BUSINESS DEVELOPMENT SITE|eliteplus|87|False|/for-sale/property-100-pacific-highway-waitara-nsw-2077-504196735|tenanted|PROMINENT CORNER POSITION@@@EXCELLENT EGRESS FROM ALL DIRECTIONS@@@11.5M MAXIMUM HEIGHT LIMIT|Colliers - Sydney North@@@Colliers - Sydney|3724 m²|Retail||NSW|100 Pacific Highway|2077|Waitara|Waitara, NSW 2077|Please contact agent|for-sale
504196719|PRIME FREEHOLD RETAIL/ COMMERCIAL BUILDING WITH ENORMOUS POTENTIAL |eliteplus|87|False|/for-sale/property-314-316-marrickville-road-marrickville-nsw-2204-504196719|vacant||Raine & Horne Commercial - Inner West/South Sydney|875 m²|Retail@@@Offices@@@Land/Development|13|NSW|314-316 Marrickville Road|2204|Marrickville|Marrickville, NSW 2204|FOR SALE|for-sale
504166743|A BOROONDARA TROPHY OF UNPRECEDENTED PROPORTIONS & TRUE VICTORIAN ICON -  OCCUPY, REPOSITION OR VALUE-ADD|eliteplus|125|False|/for-sale/property-41-yarrbat-avenue-the-connault-balwyn-vic-3103-504166743|vacant|Highly valuable existing improvements@@@Distinguished reputation since 1998@@@Land area of 5,027sqm*|CBRE - Melbourne|2469 m²|Medical/Consulting@@@Other||VIC|41 Yarrbat Avenue (The Connault)|3103|Balwyn|Balwyn, VIC 3103|Contact Agent|for-sale
504196707|INVEST OR OCCUPY|eliteplus|87|False|/for-sale/property-lot-1-31-rudman-parade-burleigh-heads-qld-4220-504196707|tenanted|Clear span warehouse@@@7m internal clearance@@@21 allocated car spaces|Cushman & Wakefield - Gold Coast|886 m²|Industrial/Warehouse@@@Other|21|QLD|Lot 1, 31 Rudman Parade|4220|Burleigh Heads|Burleigh Heads, QLD 4220|Contact Exclusive Agent|for-sale
504241392|Industrial Warehouse With Additional Office With Short Term Leases|eliteplus|3|False|/for-sale/property-8-10-burnside-road-ormeau-qld-4208-504241392|tenanted||Ray White Commercial - Gold Coast|370 m²|Industrial/Warehouse@@@Offices||QLD|8/10 Burnside Road|4208|Ormeau|Ormeau, QLD 4208|Auction|for-sale
504241388|Calling all Investors or Owner Occupiers|eliteplus|3|False|/for-sale/property-50-4-7-villiers-place-cromer-nsw-2099-504241388|vacant||Upstate - Northern Beaches|242 m²|Industrial/Warehouse|3|NSW|50/4-7 Villiers Place|2099|Cromer|Cromer, NSW 2099|Auction|for-sale
504207848|UNDER CONTRACT 482m²* Freehold Industrial Warehouse Situated on 559m²* of Land|eliteplus|73|False|/for-sale/property-24-production-avenue-kogarah-nsw-2217-504207848|tenanted||Commercial Property Group - Southern Sydney|482 m²|Industrial/Warehouse|4|NSW|24 Production Avenue|2217|Kogarah|Kogarah, NSW 2217|Contact Agent|for-sale
504196687|"Multi-Tenanted Investment to National Retailers
100% Leased Freestanding Investment 
"|eliteplus|87|False|/for-sale/property-6-charnwood-place-charnwood-act-2615-504196687|tenanted|Nationally Branded Tenants @@@Free Standing Investment @@@24 Onsite Car Parks|Burgess Rawson Canberra Commercial - Dickson|1080 m²|Retail@@@Offices@@@Medical/Consulting|24|ACT|6 Charnwood Place|2615|Charnwood|Charnwood, ACT 2615|Expressions Of Interest Closing 8th December 2022|for-sale
503974890|Melbourne’s Market Leading Office Building|eliteplus|412|False|/for-lease/property-510-church-street-cremorne-vic-3121-503974890|vacant||Colliers - Melbourne East@@@JLL - Melbourne Metropolitan |565 - 5000 m²|Offices||VIC|510 Church Street|3121|Cremorne|Cremorne, VIC 3121|Please contact agents for more information|for-lease
503126942|293 QUEEN STREET - BRISBANE BEST LOCATED HERITAGE OFFERING!|eliteplus|1424|False|/for-lease/property-293-queen-street-brisbane-city-qld-4000-503126942|vacant|Anchored by UQ Brisbane City@@@Contiguous space up to 1,354sqm@@@Modern boutique tenancies from 203sqm|Patona Property - BRISBANE CITY@@@CBRE - Brisbane|203 - 1948 m²|Offices|19|QLD|293 Queen Street|4000|Brisbane City|Brisbane City, QLD 4000|Contact Agents|for-lease
504217504|BUTLER COMMERCIAL CENTRE|eliteplus|59|False|/for-lease/property-butler-commercial-centre-180-200-butler-boulevard-butler-wa-6036-504217504|any|Direct freeway access@@@In good company@@@Located in a growing catchment|Colliers International - Perth|2000 m²|Retail||WA|BUTLER COMMERCIAL CENTRE 180–200 Butler Boulevard|6036|Butler|Butler, WA 6036|Please contact agent|for-lease
504136627|PRIME CROSS DOCK FACILITY WITH RACKING|eliteplus|171|False|/for-lease/property-3-32-58-william-angliss-drive-laverton-north-vic-3026-504136627|vacant|Fully racked: 20,850* pallet locations@@@Cross dock facility@@@B-Double access|CBRE - Melbourne@@@Colliers - Melbourne@@@Colliers - Essendon Fields|24662 m²|Industrial/Warehouse@@@Offices|100|VIC|3/32-58 William Angliss Drive|3026|Laverton North|Laverton North, VIC 3026|Contact Agent|for-lease
503250242|NEW A-GRADE FIT OUT - 14 STAFF - READY NOW|eliteplus|1291|True|/for-lease/property-level-7-201-charlotte-street-brisbane-city-qld-4000-503250242|any|Concierge Service @@@Gym/Daycare/Cafe@@@End of Trip Facilities|Caden Office Leasing - Brisbane City|138 m²|Offices||QLD|Level 7, 201 Charlotte Street|4000|Brisbane City|Brisbane City, QLD 4000|$85k - $90k p/a plus GST|for-lease
503250286|Welcome to the Sub-Penthouse - Level 14, 201 Charlotte Street|eliteplus|1302|False|/for-lease/property-level-14-201-charlotte-street-brisbane-city-qld-4000-503250286|any|Concierge Service @@@Gym/Daycare/Cafe@@@End of Trip Facilities|Caden Office Leasing - Brisbane City|876 m²|Offices||QLD|Level 14, 201 Charlotte Street|4000|Brisbane City|Brisbane City, QLD 4000|$750/sqm|for-lease
504117823|Outstanding Retail Leasing Opportunity|eliteplus|195|False|/for-lease/property-ground-floor-235-exhibition-street-melbourne-vic-3000-504117823|any||Alexander Robertson - Melbourne|92 m²|Retail||VIC|Ground floor, 235 Exhibition Street|3000|Melbourne|Melbourne, VIC 3000|Contact Agent|for-lease
503249550|206M2 - QUALITY EXISTING FIT OUT - 15+ PEOPLE|eliteplus|1306|False|/for-lease/property-level-2-201-charlotte-street-brisbane-city-qld-4000-503249550|any|Concierge Service@@@Gym/Daycare/Cafe@@@End of Trip Facilities|Caden Office Leasing - Brisbane City|206 m²|Offices||QLD|Level 2, 201 Charlotte Street|4000|Brisbane City|Brisbane City, QLD 4000|$86K - $89K P/A plus GST|for-lease
504202704|FACTORY READY TO GO|eliteplus|80|False|/for-lease/property-73-inspiration-drive-wangara-wa-6065-504202704|any||Raine & Horne Commercial - Western Australia|1540 m²|Industrial/Warehouse@@@Offices||WA|73 Inspiration Drive|6065|Wangara|Wangara, WA 6065|For Lease: $175,000p.a. + Outgoings + GST|for-lease
504165339|13,763sqm* Facility with Expansive Hardstand and Unbeatable Street Presence|eliteplus|129|False|/for-lease/property-616-boundary-road-richlands-qld-4077-504165339|vacant||JLL - Brisbane@@@CG Property Group|13763 m²|Industrial/Warehouse@@@Offices@@@Showrooms/Bulky Goods||QLD|616 Boundary Road|4077|Richlands|Richlands, QLD 4077|Contact Agent|for-lease
504202592|TWO GEMS IN RENOWNED BUSINESS PRECINCT  PART OF 2-PROPERTY INVESTMENT PORTFOLIO*|eliteplus|80|False|/for-sale/property-3-30-ralph-black-drive-north-wollongong-nsw-2500-504202592|tenanted||MMJ  Commercial - Wollongong|304 m²|Industrial/Warehouse@@@Showrooms/Bulky Goods|3|NSW|3/30 Ralph Black Drive|2500|North Wollongong|North Wollongong, NSW 2500|For Sale $1,195,000|for-sale
504202588|TWO GEMS IN RENOWNED BUSINESS PRECINCT  PART OF 2-PROPERTY INVESTMENT PORTFOLIO* |eliteplus|80|False|/for-sale/property-2-30-ralph-black-drive-north-wollongong-nsw-2500-504202588|tenanted||MMJ  Commercial - Wollongong|319 m²|Industrial/Warehouse@@@Showrooms/Bulky Goods|3|NSW|2/30 Ralph Black Drive|2500|North Wollongong|North Wollongong, NSW 2500|For Sale $1,195,000|for-sale
504217416|Noosaville Warehouse and Residence|eliteplus|59|False|/for-sale/property-noosaville-smart-hub-13-64-gateway-drive-noosaville-qld-4566-504217416|vacant||Forde Property Commercial - NOOSA HEADS|160 m²|Industrial/Warehouse@@@Showrooms/Bulky Goods|2|QLD|NOOSAVILLE SMART HUB, 13/64 Gateway Drive|4566|Noosaville|Noosaville, QLD 4566|UNDER CONTRACT|for-sale
504212800|Lucrative Commercial Investment Opportunity in Frewville|eliteplus|66|False|/for-sale/property-205-glen-osmond-road-frewville-sa-5063-504212800|any||Martin Real Estate - SA@@@LJ Hooker Commercial - Adelaide|412 m²|Retail||SA|205 Glen Osmond Road|5063|Frewville|Frewville, SA 5063|Contact Agent|for-sale
504202568|Prahran Development Opportunity|eliteplus|80|False|/for-sale/property-36-38-clifton-street-prahran-vic-3181-504202568|vacant||Morley Commercial - RICHMOND|258 m²|Land/Development@@@Offices||VIC|36-38 Clifton Street|3181|Prahran|Prahran, VIC 3181|Contact Agent|for-sale
504207820|"Rare ""Emerging Community"" Zoning - Highly Exposed Development Site"|eliteplus|73|False|/for-sale/property-23-27-tillyroen-road-ormeau-qld-4208-504207820|vacant|RARE ZONING - ENDLESS OPPORTUNITIES@@@3,162m2 Site@@@Highly Exposed Location|Harcourts Coastal Commercial - BROADBEACH|3162 m²|Land/Development||QLD|23-27 Tillyroen Road|4208|Ormeau|Ormeau, QLD 4208|EOI Closing 15th December|for-sale
504202564|MODERN OFFICE/STUDIO WITH SECURE PARKING|eliteplus|80|False|/for-sale/property-8-ferguson-street-abbotsford-vic-3067-504202564|any||Belle Property Commercial - South Melbourne|85 m²|Offices|2|VIC|8 Ferguson Street|3067|Abbotsford|Abbotsford, VIC 3067|Contact Agent|for-sale
504027387|Orchard Quarter - Unrivalled Opportunity within State of the Art Mixed Industrial Commercial Use Precinct with Food Innovation Hub|eliteplus|325|False|/for-sale/property-27-sunny-bank-road-lisarow-nsw-2250-504027387|vacant|14,454 m2 approx. of lettable area@@@Childcare, Vet, Cafe, Gym, Restaurant@@@Large & Small warehousing|LJ Hooker Commercial Terrigal - TERRIGAL|60 - 2285 m²|Industrial/Warehouse@@@Retail||NSW|27 Sunny Bank Road|2250|Lisarow|Lisarow, NSW 2250|For Sale/Lease|for-sale
504207436|OFFERS INVITED - APARTMENT SITE ON EDGE OF ICONIC SUBIACO OVAL|eliteplus|73|False|/for-sale/property-the-oval-precinct-at-subi-east-lot-1-subiaco-road-subiaco-wa-6008-504207436|any|Prime apartment development site@@@2km from Perth CBD@@@Offers Invited|DevelopmentWA - Perth@@@JLL - Perth|3655 m²|Land/Development||WA|The Oval Precinct at Subi East, Lot 1 Subiaco Road|6008|Subiaco|Subiaco, WA 6008|Contact Agent|for-sale
504185967|Architecturally Designed Units|eliteplus|101|False|/for-sale/property-lot-21-22-cobbans-close-beresfield-nsw-2322-504185967|vacant|Units from 93 sqm* to 267 sqm*@@@Concrete panel construction@@@Only 8 in the complex|Knight Frank - Newcastle|93 - 267 m²|Industrial/Warehouse|16|NSW|Lot 21 & 22 Cobbans Close|2322|Beresfield|Beresfield, NSW 2322|Contact Agent|for-sale
503816478|Prime CBD location with city views and excellent natural light|eliteplus|269|False|/for-lease/property-25-bligh-street-sydney-nsw-2000-503816478|any|Prime CBD location@@@A-grade facilities@@@102 to 612 sqm currently available|Kingsmede - SYDNEY|10 - 612 m²|Offices|21|NSW|25 Bligh Street|2000|Sydney|Sydney, NSW 2000|Contact Agent|for-lease
504207844|Medical or Office Offering|eliteplus|73|False|/for-lease/property-183-archer-street-north-adelaide-sa-5006-504207844|any|460sqm of adaptable space@@@Excellent existing fitout@@@18 onsite car parks plus storage|Colliers - ADELAIDE|461 m²|Offices||SA|183 Archer Street|5006|North Adelaide|North Adelaide, SA 5006|Please contact agent|for-lease
503731690|Recently Fit out office - Neighboring National Tenant|eliteplus|80|False|/for-lease/property-westgate-mall-fremantle-29-cantonment-street-fremantle-wa-6160-503731690|any|Opposite Woolstores Shopping Centre@@@On Street Parking|Silver Leaf Investments - Fremantle|87 m²|Medical/Consulting@@@Retail@@@Offices||WA|Westgate Mall Fremantle, 29 Cantonment Street|6160|Fremantle|Fremantle, WA 6160|Newly Fit out Office - Endless Opportunity|for-lease
504142027|PRIME PARK ROAD OFFICE|eliteplus|164|False|/for-lease/property-65-park-road-milton-qld-4064-504142027|vacant|High profile office building@@@550sqm fully fitted out office@@@11 onsite car parks|CBRE - Brisbane|579 m²|Offices||QLD|65 Park Road|4064|Milton|Milton, QLD 4064|Contact Exclusive Agents|for-lease
504241440|WITH ITS COASTAL VIEWS AND MIX OF RELAXED DINING, RETAIL AND WELLNESS, MARINA PIER IS WHERE SOUTH AUSTRALIA INDULGES.|eliteplus|3|False|/for-lease/property-marina-pier-12-holdfast-promenade-glenelg-sa-5045-504241440|any||Makris Group|18 - 279 m²|Retail||SA|Marina Pier, 12 Holdfast Promenade|5045|Glenelg|Glenelg, SA 5045|Contact Agent|for-lease
